dataset_index,source_file,source_basename,source_parent,form_type,matched_intermediate,batch_index,record_id,review_required,num_rows,output_form_type
314,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 2\สส 5_18 หน่วยที่ 2 ศาลาประชาคม.pdf,สส 5_18 หน่วยที่ 2 ศาลาประชาคม.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 2,constituency,True,314,file_00314,True,6,constituency
315,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3\ส.ส 5_18.pdf,ส.ส 5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3,constituency,True,315,file_00315,True,4,constituency
316,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3,party_list,True,316,file_00316,True,10,party_list
317,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3\สส 5_18 บช หน่วยที่ 3 ศาลาประชาคม ￼.pdf,สส 5_18 บช หน่วยที่ 3 ศาลาประชาคม ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3,party_list,True,317,file_00317,True,10,party_list
318,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3\สส 5_18 หน่วยที่ 3 ศาลาประชาคม ￼.pdf,สส 5_18 หน่วยที่ 3 ศาลาประชาคม ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 3,constituency,True,318,file_00318,True,6,constituency
319,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4\ส.ส. 5_18(บช).pdf,ส.ส. 5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4,party_list,True,319,file_00319,True,10,party_list
320,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4,constituency,True,320,file_00320,True,4,constituency
321,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4\สส 5_18 บช หน่วยที่ 4 ศาลาประชาคมหมู่บ้าน ￼.pdf,สส 5_18 บช หน่วยที่ 4 ศาลาประชาคมหมู่บ้าน ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4,party_list,True,321,file_00321,True,10,party_list
322,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4\สส 5_18 หน่วยที่ 4 ศาลาประชาคมหมู่บ้าน.pdf,สส 5_18 หน่วยที่ 4 ศาลาประชาคมหมู่บ้าน.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 4,constituency,True,322,file_00322,True,6,constituency
323,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5,party_list,True,323,file_00323,True,10,party_list
324,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5,constituency,True,324,file_00324,True,0,constituency
325,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5\สส 5_18 บช หน่วยที่ 5 ศาลาประชาคมหมู่บ้าน.pdf,สส 5_18 บช หน่วยที่ 5 ศาลาประชาคมหมู่บ้าน.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5,party_list,True,325,file_00325,True,10,party_list
326,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5\สส 5_18 หน่วยที่ 5 ศาลาประชาคมหมู่บ้าน ￼.pdf,สส 5_18 หน่วยที่ 5 ศาลาประชาคมหมู่บ้าน ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 5,constituency,True,326,file_00326,True,6,constituency
327,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6,party_list,True,327,file_00327,True,10,party_list
328,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6,constituency,True,328,file_00328,True,4,constituency
329,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6\สส 5_18 บช หน่วยที่ 6 เต็นท์.pdf,สส 5_18 บช หน่วยที่ 6 เต็นท์.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6,party_list,True,329,file_00329,True,11,party_list
330,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6\สส 5_18 หน่วยที่ 6 เต็นท์ ￼.pdf,สส 5_18 หน่วยที่ 6 เต็นท์ ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 6,constituency,True,330,file_00330,True,6,constituency
331,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7,party_list,True,331,file_00331,True,10,party_list
332,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7,constituency,True,332,file_00332,True,5,constituency
333,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7\สส 5_18 บช หน่วยที่ 7 ศาลาประชาคมหมู่บ้านห้วยแก้ว.pdf,สส 5_18 บช หน่วยที่ 7 ศาลาประชาคมหมู่บ้านห้วยแก้ว.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7,party_list,True,333,file_00333,True,10,party_list
334,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7\สส 5_18 หน่วยที่ 7 ศาลาประชาคมหมู่บ้านห้วยแก้ว ￼.pdf,สส 5_18 หน่วยที่ 7 ศาลาประชาคมหมู่บ้านห้วยแก้ว ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 7,constituency,True,334,file_00334,True,6,constituency
335,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8,party_list,True,335,file_00335,True,9,party_list
336,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8,constituency,True,336,file_00336,True,6,constituency
337,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8\สส 5_18 บช หน่วยที่ 8 ศาลาประชาคม.pdf,สส 5_18 บช หน่วยที่ 8 ศาลาประชาคม.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8,party_list,True,337,file_00337,True,10,party_list
338,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8\สส 5_18 หน่วยที่ 8 ศาลาประชาคม.pdf,สส 5_18 หน่วยที่ 8 ศาลาประชาคม.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 8,constituency,True,338,file_00338,True,6,constituency
339,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9,party_list,True,339,file_00339,True,10,party_list
340,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9,constituency,True,340,file_00340,True,5,constituency
341,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9\สส 5_18 บช หน่วยที่ 9 ศาลาประชาคมบ้านสีวิเชียร ￼.pdf,สส 5_18 บช หน่วยที่ 9 ศาลาประชาคมบ้านสีวิเชียร ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9,party_list,True,341,file_00341,True,10,party_list
342,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9\สส 5_18 หน่วยที่ 9 ศาลาประชาคมบ้านสีวิเชียร ￼.pdf,สส 5_18 หน่วยที่ 9 ศาลาประชาคมบ้านสีวิเชียร ￼.pdf,election_data\อำเภอน้ำยืน\ตำบลสีวิเชียร\หน่วยที่ 9,constituency,True,342,file_00342,True,6,constituency
343,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 1\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 1,party_list,True,343,file_00343,True,10,party_list
344,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 1\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 1,constituency,True,344,file_00344,True,5,constituency
345,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 10\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 10,party_list,True,345,file_00345,True,9,party_list
346,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 10\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 10,constituency,True,346,file_00346,True,4,constituency
347,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 11\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 11,party_list,True,347,file_00347,True,10,party_list
348,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 11\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 11,constituency,True,348,file_00348,True,5,constituency
349,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 12\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 12,party_list,True,349,file_00349,True,10,party_list
350,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 12\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 12,constituency,True,350,file_00350,True,4,constituency
351,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 13\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 13,party_list,True,351,file_00351,True,10,party_list
352,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 13\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 13,constituency,True,352,file_00352,True,5,constituency
353,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 14\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 14,party_list,True,353,file_00353,True,9,party_list
354,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 14\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 14,constituency,True,354,file_00354,True,5,constituency
355,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 2\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 2,party_list,True,355,file_00355,True,10,party_list
356,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 2\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 2,constituency,True,356,file_00356,True,4,constituency
357,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 3\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 3,party_list,True,357,file_00357,True,10,party_list
358,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 3\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 3,constituency,True,358,file_00358,True,5,constituency
359,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 4\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 4,party_list,True,359,file_00359,True,10,party_list
360,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 4\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 4,constituency,True,360,file_00360,True,6,constituency
361,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 5\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 5,party_list,True,361,file_00361,True,10,party_list
362,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 5\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 5,constituency,True,362,file_00362,True,4,constituency
363,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 6\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 6,party_list,True,363,file_00363,True,4,party_list
364,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 6\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 6,constituency,True,364,file_00364,True,6,constituency
365,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 7\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 7,party_list,True,365,file_00365,True,11,party_list
366,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 7\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 7,constituency,True,366,file_00366,True,6,constituency
367,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 8\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 8,party_list,True,367,file_00367,True,10,party_list
368,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 8\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 8,constituency,True,368,file_00368,True,5,constituency
369,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 9\5_18(บช).pdf,5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 9,party_list,True,369,file_00369,True,10,party_list
370,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 9\5_18.pdf,5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลเก่าขาม\หน่วยที่ 9,constituency,True,370,file_00370,True,3,constituency
371,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 1\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 1,party_list,True,371,file_00371,True,9,party_list
372,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 1\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 1,constituency,True,372,file_00372,True,5,constituency
373,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 10\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 10,party_list,True,373,file_00373,True,11,party_list
374,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 10\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 10,constituency,True,374,file_00374,True,6,constituency
375,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 11\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 11,party_list,True,375,file_00375,True,10,party_list
376,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 11\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 11,constituency,True,376,file_00376,True,6,constituency
377,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12,party_list,True,377,file_00377,True,10,party_list
378,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12\ส.ส.5_18(บช)ศาลาประชาคม.pdf,ส.ส.5_18(บช)ศาลาประชาคม.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12,party_list,True,378,file_00378,True,11,party_list
379,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12,constituency,True,379,file_00379,True,4,constituency
380,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12\ส.ส.5_18ศาลาประชาคม.pdf,ส.ส.5_18ศาลาประชาคม.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 12,constituency,True,380,file_00380,True,5,constituency
381,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 13\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 13,party_list,True,381,file_00381,True,10,party_list
382,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 13\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 13,constituency,True,382,file_00382,True,5,constituency
383,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 2\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 2,party_list,True,383,file_00383,True,10,party_list
384,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 2\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 2,constituency,True,384,file_00384,True,6,constituency
385,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 3\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 3,party_list,True,385,file_00385,True,10,party_list
386,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 3\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 3,constituency,True,386,file_00386,True,6,constituency
387,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 4\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 4,party_list,True,387,file_00387,True,10,party_list
388,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 4\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 4,constituency,True,388,file_00388,True,5,constituency
389,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 5\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 5,party_list,True,389,file_00389,True,10,party_list
390,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 5\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 5,constituency,True,390,file_00390,True,5,constituency
391,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 6\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 6,party_list,True,391,file_00391,True,9,party_list
392,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 6\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 6,constituency,True,392,file_00392,True,6,constituency
393,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 7\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 7,party_list,True,393,file_00393,True,4,party_list
394,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 7\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 7,constituency,True,394,file_00394,True,6,constituency
395,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 8\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 8,party_list,True,395,file_00395,True,10,party_list
396,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 8\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 8,constituency,True,396,file_00396,True,6,constituency
397,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 9\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 9,party_list,True,397,file_00397,True,10,party_list
398,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 9\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโซง\หน่วยที่ 9,constituency,True,398,file_00398,True,5,constituency
399,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 1\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 1,constituency,True,399,file_00399,True,5,constituency
400,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 1\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 1,party_list,True,400,file_00400,True,10,party_list
401,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 10,constituency,True,401,file_00401,True,3,constituency
402,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 10\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 10,party_list,True,402,file_00402,True,11,party_list
403,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 11\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 11,constituency,True,403,file_00403,True,6,constituency
404,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 11\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 11,party_list,True,404,file_00404,True,11,party_list
405,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 12\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 12,constituency,True,405,file_00405,True,6,constituency
406,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 12\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 12,party_list,True,406,file_00406,True,10,party_list
407,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 13\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 13,constituency,True,407,file_00407,True,5,constituency
408,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 13\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 13,party_list,True,408,file_00408,True,10,party_list
409,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 14\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 14,constituency,True,409,file_00409,True,5,constituency
410,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 14\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 14,party_list,True,410,file_00410,True,9,party_list
411,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 15\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 15,constituency,True,411,file_00411,True,5,constituency
412,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 15\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำยืน\ตำบลโดมประดิษฐ์\หน่วยที่ 15,party_list,True,412,file_00412,True,10,party_list
