dataset_index,source_file,source_basename,source_parent,form_type,matched_intermediate,batch_index,record_id,review_required,num_rows,output_form_type
126,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 1\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 1,party_list,True,126,file_00126,True,10,party_list
127,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 1\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 1,constituency,True,127,file_00127,True,6,constituency
128,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,party_list,True,128,file_00128,True,9,party_list
129,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 10,constituency,True,129,file_00129,True,5,constituency
130,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,party_list,True,130,file_00130,True,10,party_list
131,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 11,constituency,True,131,file_00131,True,6,constituency
132,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,party_list,True,132,file_00132,True,10,party_list
133,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 12,constituency,True,133,file_00133,True,0,constituency
134,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,party_list,True,134,file_00134,True,10,party_list
135,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 13,constituency,True,135,file_00135,True,6,constituency
136,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18\merged.pdf,merged.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18,constituency,True,136,file_00136,True,0,constituency
137,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.)\merged.pdf,merged.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 2\สส.5-18(บช.),party_list,True,137,file_00137,True,24,party_list
138,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,party_list,True,138,file_00138,True,9,party_list
139,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 3,constituency,True,139,file_00139,True,6,constituency
140,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,party_list,True,140,file_00140,True,29,party_list
141,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 4,constituency,True,141,file_00141,True,6,constituency
142,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,party_list,True,142,file_00142,True,8,party_list
143,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 5,constituency,True,143,file_00143,True,6,constituency
144,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,party_list,True,144,file_00144,True,10,party_list
145,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 6,constituency,True,145,file_00145,True,6,constituency
146,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,party_list,True,146,file_00146,True,10,party_list
147,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 7,constituency,True,147,file_00147,True,5,constituency
148,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,party_list,True,148,file_00148,True,10,party_list
149,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 8,constituency,True,149,file_00149,True,5,constituency
150,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,party_list,True,150,file_00150,True,10,party_list
151,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลขี้เหล็ก\หน่วยที่ 9,constituency,True,151,file_00151,True,6,constituency
152,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 1\ส.ส.5-18\1770561287186-ab924e45-d693-4bb3-b5db-904a0b75a143.pdf,1770561287186-ab924e45-d693-4bb3-b5db-904a0b75a143.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 1\ส.ส.5-18,constituency,True,152,file_00152,True,0,constituency
153,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,party_list,True,153,file_00153,True,10,party_list
154,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 10,constituency,True,154,file_00154,True,6,constituency
155,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,party_list,True,155,file_00155,True,10,party_list
156,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 11,constituency,True,156,file_00156,True,1,constituency
157,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,party_list,True,157,file_00157,True,10,party_list
158,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 12,constituency,True,158,file_00158,True,6,constituency
159,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,party_list,True,159,file_00159,True,10,party_list
160,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 13,constituency,True,160,file_00160,True,5,constituency
161,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14\ส.ส.5_18 .pdf,ส.ส.5_18 .pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,constituency,True,161,file_00161,True,6,constituency
162,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 14,party_list,True,162,file_00162,True,10,party_list
163,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15\ส.ส. 5_18.pdf,ส.ส. 5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,constituency,True,163,file_00163,True,6,constituency
164,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15\ส.ส.5_18บช.pdf,ส.ส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลตาเกา\หน่วยที่ 15,party_list,True,164,file_00164,True,10,party_list
165,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,party_list,True,165,file_00165,True,10,party_list
166,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 1,constituency,True,166,file_00166,True,6,constituency
167,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,party_list,True,167,file_00167,True,2,party_list
168,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 10,constituency,True,168,file_00168,True,6,constituency
169,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,party_list,True,169,file_00169,True,10,party_list
170,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 11,constituency,True,170,file_00170,True,6,constituency
171,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,party_list,True,171,file_00171,True,10,party_list
172,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 12,constituency,True,172,file_00172,True,5,constituency
173,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,party_list,True,173,file_00173,True,10,party_list
174,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 2,constituency,True,174,file_00174,True,6,constituency
175,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,party_list,True,175,file_00175,True,5,party_list
176,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 3,constituency,True,176,file_00176,True,6,constituency
177,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 4\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 4,party_list,True,177,file_00177,True,10,party_list
178,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 4\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 4,constituency,True,178,file_00178,True,6,constituency
179,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 5\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 5,constituency,True,179,file_00179,True,6,constituency
180,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 5\ส.ส5_18(บช).pdf,ส.ส5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 5,party_list,True,180,file_00180,True,11,party_list
181,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 6\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 6,party_list,True,181,file_00181,True,10,party_list
182,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 6\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 6,constituency,True,182,file_00182,True,6,constituency
183,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 7\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 7,party_list,True,183,file_00183,True,10,party_list
184,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 7\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 7,constituency,True,184,file_00184,True,6,constituency
185,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 8\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 8,party_list,True,185,file_00185,True,10,party_list
186,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 8\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 8,constituency,True,186,file_00186,True,0,constituency
187,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 9\ส.ส.5_18(บช).pdf,ส.ส.5_18(บช).pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 9,party_list,True,187,file_00187,True,8,party_list
188,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 9\ส.ส.5_18.pdf,ส.ส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลโคกสะอาด\หน่วยที่ 9,constituency,True,188,file_00188,True,6,constituency
189,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 1\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 1,constituency,True,189,file_00189,True,6,constituency
190,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 1\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 1,party_list,True,190,file_00190,True,10,party_list
191,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 10\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 10,constituency,True,191,file_00191,True,5,constituency
192,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 10\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 10,party_list,True,192,file_00192,True,10,party_list
193,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 11\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 11,constituency,True,193,file_00193,True,6,constituency
194,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 11\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 11,party_list,True,194,file_00194,True,10,party_list
195,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 12\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 12,party_list,True,195,file_00195,True,10,party_list
196,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 12\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 12,constituency,True,196,file_00196,True,6,constituency
197,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 13\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 13,constituency,True,197,file_00197,True,6,constituency
198,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 13\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 13,party_list,True,198,file_00198,True,10,party_list
199,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 14\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 14,party_list,True,199,file_00199,True,10,party_list
200,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 14\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 14,constituency,True,200,file_00200,True,5,constituency
201,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 15\ส.ส.5_18 บช.pdf,ส.ส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 15,party_list,True,201,file_00201,True,7,party_list
202,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 15\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 15,constituency,True,202,file_00202,True,6,constituency
203,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 2\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 2,party_list,True,203,file_00203,True,8,party_list
204,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 2\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 2,constituency,True,204,file_00204,True,5,constituency
205,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 3\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 3,constituency,True,205,file_00205,True,5,constituency
206,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 3\สส.5_18บช.pdf,สส.5_18บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 3,party_list,True,206,file_00206,True,6,party_list
207,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 4\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 4,party_list,True,207,file_00207,True,11,party_list
208,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 4\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 4,constituency,True,208,file_00208,True,5,constituency
209,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 5\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 5,party_list,True,209,file_00209,True,10,party_list
210,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 5\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 5,constituency,True,210,file_00210,True,6,constituency
211,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 6\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 6,party_list,True,211,file_00211,True,6,party_list
212,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 6\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 6,constituency,True,212,file_00212,True,3,constituency
213,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 7\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 7,party_list,True,213,file_00213,True,7,party_list
214,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 7\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 7,constituency,True,214,file_00214,True,5,constituency
215,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 8\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 8,party_list,True,215,file_00215,True,10,party_list
216,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 8\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 8,constituency,True,216,file_00216,True,5,constituency
217,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 9\สส.5_18 บช.pdf,สส.5_18 บช.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 9,party_list,True,217,file_00217,True,10,party_list
218,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 9\สส.5_18.pdf,สส.5_18.pdf,election_data\อำเภอน้ำขุ่น\ตำบลไพบูลย์\หน่วยที่ 9,constituency,True,218,file_00218,True,5,constituency
219,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 1\ส.ส. 5_18 บช หน่วยที่ 1 ศาลาประชาคมหมู่บ้าน.pdf,ส.ส. 5_18 บช หน่วยที่ 1 ศาลาประชาคมหมู่บ้าน.pdf,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 1,party_list,True,219,file_00219,True,8,party_list
220,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 1\ส.ส.5_18 หน่วยที่ 1 ศาลาประชาคมหมู่บ้าน_.pdf,ส.ส.5_18 หน่วยที่ 1 ศาลาประชาคมหมู่บ้าน_.pdf,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 1,constituency,True,220,file_00220,True,6,constituency
221,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 13\ส.ส. 5  18 หน่วยที่ 13 ตำบลบกเปือย.pdf,ส.ส. 5  18 หน่วยที่ 13 ตำบลบกเปือย.pdf,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 13,constituency,True,221,file_00221,True,6,constituency
222,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 14\ส.ส. 5  18 หน่วยที่14 ตำบลบุเปือย.pdf,ส.ส. 5  18 หน่วยที่14 ตำบลบุเปือย.pdf,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 14,constituency,True,222,file_00222,True,6,constituency
223,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 15\ส.ส.5_18 บช หน่วยที่ 15.pdf,ส.ส.5_18 บช หน่วยที่ 15.pdf,election_data\อำเภอน้ำยืน\ตำบลบุเปือย\หน่วยที่ 15,party_list,True,223,file_00223,True,10,party_list
